Name,Vial,Patch,Mpatch,Flag,Year,Date,Check,Species,Capt,Tag_start,Mark,Sex,Weight,Colour,White.spot,WS.position,Testes,Vagina,Pubic.bone,Pregnant,Nipples,Lactating,Mites,Ticks,Fleas,Fur.loss,Biopsy,Blood,Isolate,Severity,Bleeder,Comments,Urinate,Deficate,Resists,Pushing,Bites,Squeaks,Handling,Docility,Corrected.Mark
gp,gp206,led01,NA,x13,2020,28/07/2020,2,fv,n,NA,lh,m,40,,NA,,s,,,,NA,,1,1,1,0,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
gp,gp216,cro1015,NA,a15,2020,07/08/2020,2,fv,n,NA,"ls,rs",m,35,,NA,,s,,,,NA,,2,0,0,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
gp,gp217,cro1015,NA,cl40,2020,07/08/2020,2,fv,n,NA,"lh,rh",f,25,,NA,,,p,open,N,2,N,1,0,0,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,lm222,led01,NA,l29,2020,27/07/2020,1,fv,n,NA,rs,m,30,br,NA,,ns,,,,NA,,0,0,0,0,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,lm223,led0708,NA,p14,2020,27/07/2020,1,fv,n,NA,ls,m,30,br,NA,,s,,,,NA,,0,0,0,0,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,lm225,led0708,NA,p52,2020,27/07/2020,1,fv,n,NA,,,40,br,NA,,s,,,,NA,,0,0,0,0,NA,NA,NA,,,missing tail,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,lm226,led0708,NA,cl58,2020,27/07/2020,1,fv,n,NA,rs,,40,br,NA,,s,,,,NA,,0,0,0,0,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,lm227,led01,NA,x10,2020,31/07/2020,3,fv,n,NA,NA,m,20,br,NA,,s,,,,NA,,0,0,0,0,NA,1,0,m,lm,,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,lm228,led01,NA,l29,2020,31/07/2020,3,fv,n,NA,,m,30,br,NA,,s,,,,NA,,0,2,0,0,NA,1,0,m,lm,messed up the bleed,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,lm229,led01,NA,cl25,2020,31/07/2020,3,fv,n,NA,,m,20,br,NA,,s,,,,NA,,0,1,0,0,NA,1,1,m,lm,unsheated tail,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,,led0708,NA,,2020,31/07/2020,3,fv,n,NA,,,NA,,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,,,dead,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,lm233,cro1015,NA,blank,2020,06/08/2020,1,fv,n,NA,rh,m,40,br,NA,,s,,,,NA,,0,0,1,NA,NA,1,1,m,lm,,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,,cro1015,NA,,2020,08/08/2020,3,fv,n,NA,NA,m,40,,NA,,s,,,,NA,,0,0,0,0,NA,1,1,m,lm,,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,elb33,lei21,NA,a15,2020,11/08/2020,1,fv,n,NA,ls,m,40,,NA,,s,,,,NA,,0,0,0,0,NA,1,1,m,lm,,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,elb33,lei21,NA,cl71,2020,12/08/2020,1,fv,r,NA,ls,,NA,,NA,,,,,,NA,,NA,NA,1,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,elb33,lei21,NA,blank,2020,13/08/2020,3,fv,NA,NA,,,NA,,NA,,,,,,NA,,NA,NA,0,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,lm242,led0708,NA,p15,2020,18/08/2020,1,fv,n,NA,,m,30,,NA,,s,,,,NA,,0,0,0,NA,NA,NA,NA,,,couldn't bleed infected tail ,NA,NA,NA,NA,NA,NA,NA,0,NA
hb,hb24,led2425,NA,b234,2020,06/08/2020,1,fv,n,NA,rs,m,30,,NA,,s,,,,NA,,1,1,0,NA,NA,NA,NA,,,,0,1,0,0,1,1,0,3,NA
hb,hbNA,led2425,NA,a55,2020,08/08/2020,3,fv,r,NA,,m,30,,NA,,,,,,NA,,0,0,0,0,NA,NA,NA,,,,0,0,0,0,1,0,0,1,NA
vc,vc11,led0708,NA,cl78,2020,27/07/2020,1,fv,n,NA,"ls,lh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,escaped ,NA,NA,NA,NA,NA,NA,NA,0,NA
vc,vc19,led2425,NA,a55,2020,06/08/2020,1,fv,n,NA,ls,m,25,,NA,,ns,NA,NA,NA,NA,NA,0,0,0,0,NA,0,0,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
vc,vc29,cro1015,NA,p15,2020,08/08/2020,3,fv,n,NA,,m,40,,NA,,s,NA,NA,NA,NA,NA,0,2,1,0,NA,1,0,m,lm,stubby feet,NA,NA,NA,NA,NA,NA,NA,0,NA
vc,,cro1015,NA,cl58,2020,08/08/2020,3,fv,n,NA,,f,NA,,NA,,NA,p,closed,Y,4,Y,NA,NA,NA,NA,NA,NA,NA,,,sadly died,NA,NA,NA,NA,NA,NA,NA,0,NA
elb,gp207,led0708,NA,cl58,2020,28/07/2020,2,fv,n,NA,"ls,rs",m,45,br,0,NA,s,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,,,,0,1,0,0,1,1,1,4,NA
elb,elb22,cro1015,NA,p15,2020,06/08/2020,1,fv,n,NA,ls,m,25,br,NA,,ms,NA,NA,NA,NA,NA,0,0,0,0,NA,1,1,m,lm,,NA,NA,NA,NA,NA,NA,NA,0,NA
elb,elb24,cro1015,NA,a15,2020,06/08/2020,1,fv,n,NA,,m,NA,br,NA,,ns,,,,NA,,0,NA,0,NA,NA,NA,NA,,,escaped,NA,NA,NA,NA,NA,NA,NA,0,NA
elb,elb26,cro1015,NA,ab03,2020,06/08/2020,1,fv,n,NA,rs,f,35,br,NA,,NA,np,closed,N,1,N,1,0,0,0,NA,1,1,m,lm,,NA,NA,NA,NA,NA,NA,NA,0,NA
elb,elb28,cro1015,NA,b13,2020,07/08/2020,2,fv,n,NA,lh,m,45,br,NA,,ns,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
elb,elb29,cro1015,NA,p24,2020,07/08/2020,2,fv,n,NA,"lh,rs",m,30,br,NA,,ns,NA,NA,NA,NA,NA,0,2,0,0,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
gp,lm233,cro1015,NA,blank,2020,07/08/2020,2,fv,r,NA,rh,,NA,,NA,,,,,,NA,,NA,NA,0,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,,led2425,NA,,2020,07/08/2020,2,fv,r,NA,,,NA,,NA,,,,,,NA,,NA,NA,0,NA,NA,NA,NA,,,bit off his own tail,NA,NA,NA,NA,NA,NA,NA,0,NA
vc,elb22,cro1015,NA,p20,2020,08/08/2020,3,fv,r,NA,ls,,NA,,NA,,,,,,NA,,NA,NA,0,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
vc,elb28,cro1015,NA,b13,2020,08/08/2020,3,fv,r,NA,lh,,NA,,NA,,,,,,NA,,NA,NA,0,NA,NA,1,1,m,lm,,NA,NA,NA,NA,NA,NA,NA,0,NA
vc,gp216,cro1015,NA,cl64,2020,08/08/2020,3,fv,r,NA,"ls,rs",,NA,,NA,,,,,,NA,,NA,NA,2,NA,NA,0,0,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
vc,elb26,cro1015,NA,ab03,2020,08/08/2020,3,fv,r,NA,rs,,NA,,NA,,,,,,NA,,NA,NA,NA,NA,NA,0,0,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
vc,lm233,cro1015,NA,blank,2020,08/08/2020,3,fv,r,NA,rh,,NA,,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
elb,elb22,cro1015,NA,p20,2020,07/08/2020,2,fv,r,NA,ls,,NA,,NA,,,,,,NA,,NA,NA,0,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
elb,elb26,cro1015,NA,ab03,2020,07/08/2020,2,fv,r,NA,rs,,NA,,NA,,,,,,NA,,NA,NA,0,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
elb,,lei1317,NA,b18,2020,13/08/2020,3,fv,r,NA,,,NA,,NA,,,,,,NA,,NA,NA,0,NA,NA,NA,NA,,,not marked but previously bled,NA,NA,NA,NA,NA,NA,NA,0,NA
elb,,lei1317,NA,b01,2020,13/08/2020,3,fv,r,NA,,,NA,,NA,,,,,,NA,,NA,NA,0,NA,NA,NA,NA,,,"escaped, not marked but previously bled",NA,NA,NA,NA,NA,NA,NA,0,NA
gp,gp200,sgi39,NA,x33,2020,22/07/2020,3,wv,n,10526054,NA,f,100,bl,1,head,,np,closed,N,1,N,NA,0,0,0,1,1,1,m,lm,,0,0,1,0,1,2,1,5,10526054
gp,gp201,sgi44,NA,cl2,2020,22/07/2020,3,wv,n,10516953,NA,m,155,bl,1,head,s,,,,NA,,5,3,0,1,1,1,1,m,lm,,0,0,1,1,1,2,2,7,10516953
gp,gp202,sgi0103,NA,l14,2020,22/07/2020,2,wv,n,10501714,NA,f,150,bl,1,head,,p,open,N,1,N,NA,1,0,0,1,1,1,m,,lm,0,0,1,1,1,1,1,5,10501714
gp,gp212,cro0708,NA,p15,2020,02/08/2020,2,wv,n,5597753,NA,f,200,bl,2,tail,,p,open,Y,2,N,2,2,0,0,1,NA,NA,,,,0,1,1,0,2,2,2,8,5597753
gp,gp213,led2223,NA,b55,2020,02/08/2020,3,wv,n,56574918,NA,f,105,bl/br,0,,,p,closed,N,1,N,6,8,2,0,1,1,1,m,lm,,0,0,1,1,1,1,1,5,56574918
gp,gp214,led2728,NA,cl95,2020,02/08/2020,3,wv,n,5673698,NA,f,65,bl,1,head,,np,closed,N,1,N,4,0,1,0,1,1,1,m,lm,,0,1,1,1,0,2,1,6,5673698
gp,gp215,cro1015,NA,cl64,2020,07/08/2020,2,wv,n,5674075,NA,f,75,bl,1,head,,np,closed,N,1,N,5,1,0,0,1,NA,NA,,,,1,0,0,0,2,1,1,5,5674075
gp,gp218,led2425,NA,k5,2020,08/08/2020,3,wv,n,5681096,NA,m,NA,bl,NA,,s,,,,NA,,2,0,0,NA,NA,NA,NA,,,,1,0,1,0,1,2,1,6,5681096
gp,gp219,led2425,NA,p74,2020,08/08/2020,3,wv,n,5595940,NA,m,90,bl,0,,s,,,,NA,,2,0,0,NA,NA,NA,NA,,,,0,1,0,0,1,1,1,4,5595940
gp,gp220,led2425,NA,b25,2020,08/08/2020,3,wv,n,10501905,NA,f,95,bl,0,,,p,closed,N,2,N,2,0,0,0,1,NA,NA,,,,0,1,0,0,2,0,1,4,10501905
gp,gp221,lei11,NA,cl54,2020,12/08/2020,2,wv,n,6498878,NA,f,155,bl,0,,,p,closed,N,2,N,2,0,0,0,1,1,1,m,xl,,0,1,0,0,1,0,0,2,6498878
gp,gp222,lei11,NA,aa74,2020,12/08/2020,2,wv,n,10525765,NA,m,105,bl,2,head,s,,,,NA,,2,0,0,0,1,1,1,m,xl,,1,0,1,1,2,1,1,7,10525765
gp,gp223,led19,NA,cl38,2020,12/08/2020,2,wv,n,5674338,NA,m,40,bl,0,,ns,,,,NA,,6,1,1,0,1,1,1,m,xl,,1,1,0,0,1,1,1,5,5674338
gp,gp224,led19,NA,b86,2020,12/08/2020,2,wv,n,5597354,NA,m,150,bl,0,,s,,,,NA,,1,4,0,0,1,1,1,m,xl,,1,1,1,1,1,1,2,8,5597354
gp,,sgi3637,NA,x25,2020,17/08/2020,1,wv,nr,5664408,NA,m,190,bl/br,0,,s,,,,NA,,1,3,0,0,NA,NA,NA,,,,0,1,0,1,1,0,0,3,5664408
gp,gp225,sgi30,NA,x5,2020,18/08/2020,2,wv,n,5674301,NA,f,95,bl,1,head,,np,closed,N,1,N,4,0,0,0,1,NA,NA,,,pit tag lost and replaced with 6484273,1,1,0,0,1,0,0,3,5674301
gp,gp226,sgi30,NA,b7,2020,18/08/2020,2,wv,n,5674861,NA,f,100,bl,0,,,np,closed,N,1,N,5,5,0,0,1,NA,NA,,,,1,1,0,0,1,1,1,5,5674861
gp,gp227,sgi3637,NA,blank,2020,19/08/2020,3,wv,n,5806334,NA,f,160,bl,0,,,p,open,Y,3,Y,6,0,0,1,1,NA,NA,,,,0,1,1,1,1,1,1,6,5806334
lm,lm200,led1415,NA,cl71,2020,18/07/2020,1,wv,n,5596071,NA,m,200,bl,0,NA,ms,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,,,,1,0,1,1,0,2,1,6,5596071
lm,lm202,led1415,NA,c4,2020,19/07/2020,2,wv,n,6485276,NA,f,200,bl,1,chin,NA,p,open,N,3,Y,0,0,0,0,1,1,1,m,lm,,0,0,1,1,1,0,1,4,6485276
lm,lm203,led1415,NA,d06,2020,19/07/2020,2,wv,n,5663067,NA,f,110,bl,0,NA,NA,p,closed,N,3,N,0,0,0,0,1,1,1,m,lm,,NA,NA,NA,NA,NA,NA,NA,0,5663067
lm,lm205,led1415,NA,cl40,2020,20/07/2020,3,wv,n,5663009,NA,f,150,bl,0,NA,NA,p,open,Y,3,Y,0,0,0,0,1,1,1,m,lm,,1,1,1,1,1,1,1,7,5663009
lm,lm206,sgi39,NA,x33,2020,21/07/2020,2,wv,n,5601272,NA,f,180,bl/br,0,NA,NA,np,open,Y,4,Y,NA,1,0,0,1,1,1,m,xl,,0,0,1,1,0,1,1,4,5601272
lm,lm207,sgi39,NA,cl54,2020,21/07/2020,2,wv,n,5670699,NA,f,205,bl,0,NA,NA,p,open,Y,3,N,0,1,0,0,1,1,1,m,xl,,NA,NA,NA,NA,NA,NA,NA,0,5670699
lm,lm208,sgi39,NA,p26,2020,21/07/2020,2,wv,n,863952,NA,m,60,,1,back,ns,,,,NA,,0,3,0,0,1,1,1,m,xl,,1,0,1,1,1,2,1,7,863952
lm,lm209,sgi39,NA,da4,2020,21/07/2020,2,wv,n,5399420,NA,f,NA,bl,1,back,NA,np,closed,Y,3,Y,0,2,0,0,1,1,1,m,xl,,NA,NA,NA,NA,NA,NA,NA,0,5399420
lm,lm210,sgi39,NA,p24,2020,21/07/2020,2,wv,n,5597899,NA,m,NA,bl,1,back,ns,,,,NA,,0,3,0,0,1,1,1,m,xl,,NA,NA,NA,NA,NA,NA,NA,0,5597899
lm,lm211,sgi44,NA,f09,2020,21/07/2020,2,wv,n,5655885,NA,f,180,bl,0,NA,NA,p,open,Y,2,N,0,0,1,NA,1,1,1,m,xl,,0,1,1,1,1,1,1,6,5655885
lm,lm212,sgi44,NA,p51,2020,21/07/2020,2,wv,n,10864798,NA,f,190,bl/br,0,NA,NA,p,open,Y,4,Y,NA,2,0,0,1,1,1,m,xl,bloodspot + wet,1,1,1,1,0,1,1,6,10864798
lm,lm213,sgi44,NA,a76,2020,21/07/2020,2,wv,n,10505144,NA,m,140,bl,1,head,s,,,,NA,,1,8,0,0,1,1,1,m,xl,,0,0,1,1,1,1,2,6,10505144
lm,lm214,sgi0103,NA,cl42,2020,21/07/2020,1,wv,n,10848959,NA,m,145,bl,0,NA,ms,,,,NA,,0,2,0,0,1,1,1,m,xl,,0,1,1,1,2,2,2,9,10848959
lm,lm215,sgi0103,NA,x25,2020,21/07/2020,1,wv,n,6476389,NA,f,140,bl,1,head,NA,p,closed,N,3,N,0,0,0,0,1,1,1,m,xl,,0,1,1,1,0,1,1,5,6476389
lm,lm216,sgi0103,NA,da6,2020,21/07/2020,1,wv,n,6476256,NA,m,190,bl/br,0,NA,s,,,,NA,,0,8,0,0,1,1,1,m,xl,,NA,NA,NA,NA,NA,NA,NA,0,6476256
lm,lm217,sgi39,NA,d14,2020,23/07/2020,4,wv,n,5601822,NA,f,160,bl,1,back,NA,p,open,Y,4,Y,0,5,0,0,1,0,0,,,blood spot; kink tail,1,0,1,1,2,0,1,6,5601822
lm,lm218,sgi39,NA,x33,2020,23/07/2020,4,wv,n,5600906,NA,m,100,bl,1,head,s,,,,NA,,0,0,0,0,1,1,1,m,lm,,0,0,1,1,1,1,1,5,5600906
lm,lm219,sgi39,NA,cl16,2020,23/07/2020,4,wv,n,6485399,NA,m,60,bl,1,head,ns,,,,NA,,0,0,0,0,1,1,1,m,lm,wet,0,1,0,0,0,1,0,2,6485399
lm,lm220,sgi0103,NA,da6,2020,23/07/2020,3,wv,n,10504904,NA,f,90,bl,1,head,,p,closed,N,2,N,3,1,0,0,1,1,1,m,lm,,1,1,1,1,0,1,1,6,10504904
lm,lm224,led0708,NA,p26,2020,27/07/2020,1,wv,nr,5663820,NA,,210,bl,NA,,s,,,,NA,,0,1,0,0,1,1,1,m,lm,,1,1,1,1,1,0,1,6,5663820
lm,elb07 ,led01,NA,x13,2020,31/07/2020,3,wv,n,6476079,NA,m,40,bl,1,head,ns,,,,NA,,0,1,0,0,1,1,1,m,lm,,1,0,0,0,0,1,1,3,6476079
lm,lm230,led0708,NA,16,2020,31/07/2020,3,wv,n,10516701,NA,m,140,bl,2,head,s,,,,NA,,0,2,0,0,1,1,1,m,lm,what a bastard,1,1,1,1,2,2,2,10,10516701
lm,lm231,ledx,NA,cl80,2020,02/08/2020,1,wv,n,10872218,NA,f,50,bl,1,head,,np,closed,N,0,N,6,1,1,0,1,1,1,m,lm,,1,1,1,1,1,1,1,7,10872218
lm,lm232,led2223,NA,b82,2020,02/08/2020,1,wv,n,10864370,NA,m,140,bl,1,head,s,,,,NA,,3,0,0,1,1,1,1,m,lm,,0,1,1,1,1,1,2,7,10864370
lm,lm234,led2425,NA,p77,2020,07/08/2020,2,wv,n,10872559,NA,m,140,bl,1,head,s,,,,NA,,8,0,0,0,1,1,1,m,lm,,1,0,1,1,0,1,1,5,10872559
lm,lm235,led2425,NA,b33,2020,07/08/2020,2,wv,n,10864776,NA,f,150,bl,NA,,,p,open,Y,4,Y,0,0,0,1,1,1,1,m,lm,,0,1,1,1,1,0,1,5,10864776
lm,lm236,led2425,NA,,2020,07/08/2020,2,wv,n,8668921,NA,f,140,bl,1,head,,p,open,Y,4,Y,0,0,0,0,1,1,1,m,lm,,NA,NA,NA,NA,NA,NA,NA,0,8668921
lm,lm237,lei18,NA,p28,2020,11/08/2020,1,wv,n,5663128,NA,m,110,bl,0,NA,s,,,,NA,,0,1,0,1,1,1,1,m,lm,,0,0,1,1,0,1,1,4,5663128
lm,lm238,led2021,NA,cl33,2020,12/08/2020,1,wv,n,5681299,NA,m,150,bl,2,other,s,,,,NA,,NA,24,0,0,1,1,1,m,lm,"head, tail were white spot position, wet so couldn't see mites",0,1,1,1,1,1,1,6,5681299
lm,lm239,led19,NA,x27,2020,12/08/2020,1,wv,n,5678812,NA,f,40,bl,1,head,,np,closed,N,0,N,1,6,3,0,1,1,1,m,lm,,1,1,1,1,1,1,1,7,5678812
lm,hb29,sgi11,NA,f28,2020,17/08/2020,1,wv,n,5595189,NA,m,120,bl,1,limbs,s,,,,NA,,2,0,0,1,1,1,1,m,lm,,0,0,0,1,1,0,0,2,5595189
lm,hb30,sgi0407,NA,f09,2020,17/08/2020,1,wv,n,5597373,NA,m,150,bl,1,head,s,,,,NA,,3,0,1,1,1,1,1,m,lm,flea escaped??,0,0,1,1,0,0,0,2,5597373
lm,lm240,lei0607,NA,p42,2020,14/08/2020,3,wv,n,5673462,NA,m,150,bl,0,NA,s,,,,NA,,0,1,0,0,1,1,1,m,lm,,NA,NA,NA,NA,NA,NA,NA,0,5673462
gp,gp203,led09,NA,cl38,2020,27/07/2020,1,wv,n,10526446,NA,m,150,bl,1,head,s,,,,NA,,2,0,0,0,1,0,NA,,,,0,0,0,0,1,1,0,2,10526446
gp,gp204,led09,NA,p27,2020,27/07/2020,1,wv,n,10505346,NA,m,160,bl,0,,s,,,,NA,,3,0,0,1,1,0,NA,,,,1,1,1,0,1,1,1,6,10505346
hb,hb1,led09,NA,d16,2020,27/07/2020,1,wv,n,10504863,NA,m,110,bl,1,head,s,,,,NA,,3,0,0,0,1,0,NA,,,,0,1,0,0,1,1,0,3,10504863
gp,gp205,led11,NA,p42,2020,27/07/2020,1,wv,n,10502085,NA,m,100,bl,1,head,s,,,,NA,,NA,0,0,0,1,0,NA,,,,1,0,0,0,0,2,0,3,10502085
hb,hb2,led09,NA,b4,2020,28/07/2020,2,wv,n,6470463,NA,f,180,bl,1,head,,p,open,N,4,N,0,0,1,1,1,1,NA,m,lm,,1,1,0,1,1,0,1,5,6470463
hb,hb3,led11,NA,p42,2020,28/07/2020,2,wv,n,5599070,NA,m,200,bl,1,head,s,,,,NA,,1,0,0,1,1,1,NA,m,lm,,0,1,1,1,2,1,1,7,5599070
hb,hb4,led11,NA,blank,2020,28/07/2020,2,wv,n,5675037,NA,f,165,bl,0,,,p,open,Y,4,Y,1,0,0,2,1,1,NA,m,lm,,1,0,1,1,0,0,1,4,5675037
hb,hb5,led09,NA,cl37,2020,28/07/2020,2,wv,n,5672115,NA,m,NA,,NA,,,,,,NA,,1,0,2,NA,0,1,NA,m,lm,,0,1,1,1,1,1,1,6,5672115
hb,hb6,cro0708,NA,blue,2020,01/08/2020,1,wv,n,10863945,NA,,NA,bl,NA,,,,,,NA,,NA,NA,NA,NA,0,0,NA,,,Escaped after tagged,0,0,1,1,2,1,2,7,10863945
hb,hb9,cro0708,NA,b19,2020,01/08/2020,1,wv,nr,5597589,NA,f,NA,bl,0,,,np,open,N,4,Y,1,0,0,0,0,1,NA,m,lm,Didn't weigh,1,1,0,0,0,1,0,3,5597589
hb,hb13,led2223,NA,cl95,2020,03/08/2020,2,wv,n,10880357,NA,f,50,bl,1,head,,np,closed,N,1,N,1,0,0,0,1,0,NA,,,,1,1,0,1,0,1,0,4,10880357
hb,hb20,led2425,NA,b55,2020,06/08/2020,1,wv,n,6479878,NA,m,150,bl,0,,,,,,NA,,1,0,0,NA,NA,NA,NA,,,,0,0,1,1,1,1,2,6,6479878
hb,hb21,led2425,NA,p69,2020,06/08/2020,1,wv,n,6470025,NA,m,140,bl,1,head,s,,,,NA,,1,0,0,NA,NA,NA,NA,,,,0,1,0,1,1,1,2,6,6470025
hb,hb22,led2425,NA,p72,2020,06/08/2020,1,wv,n,6475205,NA,m,75,bl,0,,ns,,,,NA,,1,0,0,NA,NA,NA,NA,,,,0,1,1,1,0,1,0,4,6475205
hb,hb23,led2425,NA,aa69,2020,06/08/2020,1,wv,n,5662209,NA,m,150,bl,0,,ns,,,,NA,,1,0,0,NA,NA,NA,NA,,,,0,1,0,1,0,1,0,3,5662209
hb,hb25,led2425,NA,da,2020,06/08/2020,1,wv,n,5600212,NA,f,60,bl,0,,,np,closed,N,0,N,3,0,0,NA,NA,NA,NA,,,,0,1,1,1,0,1,2,6,5600212
hb,hb26,led2425,NA,cl88,2020,06/08/2020,1,wv,n,5673949,NA,m,175,bl,0,,s,,,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,5673949
hb,hb27,led2425,NA,a88,2020,08/08/2020,3,wv,n,10872695,NA,f,150,bl,0,,,p,open,N,3,N,0,0,0,0,1,0,NA,,,,0,1,1,1,0,0,0,3,10872695
hb,hb28,led2425,NA,cl72,2020,08/08/2020,3,wv,n,5669085,NA,f,220,bl/br,0,,,p,open,Y,4,N,2,0,0,0,1,0,NA,,,,1,1,0,0,0,1,0,3,5669085
hb,hb31,sgi0810,NA,d12,2020,18/08/2020,2,wv,nr,5663879,NA,m,145,bl,0,,s,,,,NA,,1,0,0,0,0,0,NA,,,,1,1,0,0,0,0,0,2,5663879
hb,hb32,sgi0810,NA,blank,2020,18/08/2020,2,wv,n,5600182,NA,f,100,bl,0,,,np,closed,N,0,N,0,0,0,0,1,NA,NA,,,,0,0,0,0,0,0,0,0,5600182
hb,hb33,sgi0810,NA,c22,2020,19/08/2020,3,wv,n,5664510,NA,f,155,bl,0,,,np,closed,N,1,N,NA,0,0,0,1,1,NA,m,,Too wet for mites,1,0,1,0,0,0,0,2,5664510
vc,vc01,sgi39,NA,aa05,2020,20/07/2020,1,wv,n,517254,NA,m,85,bl/br,2,head,ns,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,m,xl,,1,1,0,0,0,1,0,3,10517254
vc,vc02,sgi39,NA,p4,2020,20/07/2020,1,wv,n,516709,NA,m,215,bl/br,1,head,s,NA,NA,NA,NA,NA,0,10,0,5,1,1,1,m,xl,,1,1,1,0,1,1,1,6,516709
vc,vc03,sgi39,NA,cl78,2020,20/07/2020,1,wv,n,10502190,NA,m,85,bl,2,head,ns,NA,NA,NA,NA,NA,0,1,1,0,1,1,1,m,xl,,0,0,1,0,1,2,1,5,10502190
vc,vc04,sgi39,NA,p26,2020,20/07/2020,1,wv,n,566138,NA,m,65,bl,2,head,ns,NA,NA,NA,NA,NA,0,1,0,0,1,1,1,m,xl,,1,1,1,0,0,2,1,6,566138
vc,vc05,sgi44,NA,da8,2020,20/07/2020,1,wv,n,5668018,NA,f,245,bl,1,head,NA,p,open,Y,2,N,0,0,1,0,0,1,1,m,xl,,1,0,1,0,1,1,1,5,5668018
vc,vc06,sgi44,NA,f09,2020,20/07/2020,1,wv,n,10504883,NA,f,130,bl,1,head,NA,p,closed,N,1,N,0,2,0,0,1,1,1,m,xl,,1,1,1,1,2,2,2,10,10504883
vc,vc07,led01,NA,blank,2020,27/07/2020,1,wv,n,10847528,NA,m,130,bl,1,head,ms,NA,NA,NA,NA,NA,0,2,0,0,1,1,0,m,lm,,1,1,1,1,2,1,1,8,10847528
vc,vc08,led01,NA,cl25,2020,27/07/2020,1,wv,n,10872452,NA,f,110,bl,0,NA,NA,np,closed,N,1,N,0,3,0,0,1,1,1,m,lm,,0,1,1,1,1,1,1,6,10872452
vc,vc09,led01,NA,cl81,2020,27/07/2020,1,wv,n,10871987,NA,m,125,bl,1,head,ms,NA,NA,NA,NA,NA,1,2,3,15,1,1,1,m,lm,"Had a kinky tail and broken toe, poor mr vole ",1,0,1,1,2,1,1,7,10871987
vc,vc10,led0708,NA,da4,2020,27/07/2020,1,wv,n,10875950,NA,m,125,bl,0,NA,ms,NA,NA,NA,NA,NA,2,2,0,0,1,0,0,NA,NA,,1,1,1,1,2,1,2,9,10875950
vc,vc12,led09,NA,b4,2020,31/07/2020,3,wv,n,10877360,NA,m,95,bl,3,head,ns,NA,NA,NA,NA,NA,0,1,2,0,1,0,0,NA,NA,Very cute with white spot,0,0,0,0,1,2,0,3,10877360
vc,vc13,led09,NA,p37,2020,31/07/2020,3,wv,n,10864741,NA,f,220,bl/br,0,NA,NA,p,open,Y,2,N,0,0,4,0,1,0,0,NA,NA,pretty chill for pregnant female,0,1,1,0,0,2,0,4,10864741
vc,vc14,led11,NA,cl33,2020,31/07/2020,3,wv,n,5595483,NA,m,NA,bl,1,other,s,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,NA,NA,white spot location was a few hairs on head and back. Bit me and escaped before I could get wieght and biopsy ,1,1,1,1,2,2,2,10,5595483
vc,vc15,led11,NA,p42,2020,31/07/2020,3,wv,n,5663758,NA,m,55,bl,1,other,ns,NA,NA,NA,NA,NA,3,0,0,0,1,0,0,NA,NA,white spot location was a few hairs on head and back.  ,1,1,1,1,0,2,0,6,5663758
