Name,Vial,Patch,Mpatch,Flag,Year,Date,Check,Species,Capt,Tag_start,Mark,Sex,Weight,Colour,White.spot,WS.position,Testes,Vagina,Pubic.bone,Pregnant,Nipples,Lactating,Mites,Ticks,Fleas,Fur.loss,Biopsy,Blood,Isolate,Severity,Bleeder,Comments,Urinate,Deficate,Resists,Pushing,Bites,Squeaks,Handling,Docility,Corrected.Mark
lm,,lei21,NA,p15,2020,13/08/2020,3,wm,NA,NA,,,NA,,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,,sgi0810,NA,cl23,2020,17/08/2020,1,cs,n,NA,,,NA,,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,,,dead,NA,NA,NA,NA,NA,NA,NA,0,NA
lm,,sgi16,NA,blank,2020,18/08/2020,2,ps,NA,NA,,,NA,,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,,,dead,NA,NA,NA,NA,NA,NA,NA,0,NA
elb,,,NA,,NA,,NA,,NA,NA,,,NA,,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
elb,,,NA,,NA,,NA,,NA,NA,,,NA,,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
elb,,,NA,,NA,,NA,,NA,NA,,,NA,,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,0,NA
gp,,lei11,NA,aa28,2020,13/08/2020,1,wv,NA,,,,NA,,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,,,escaped,NA,NA,NA,NA,NA,NA,NA,0,
gp,,lei11,NA,aa11,2020,13/08/2020,1,wv,NA,,,,NA,,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,,,escaped,NA,NA,NA,NA,NA,NA,NA,0,
lm,,led1415,NA,cl18,2020,18/07/2020,1,wv,n,,,,NA,,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,,,escaped,NA,NA,NA,NA,NA,NA,NA,0,
lm,lm241,sgi3637,NA,blank,2020,18/08/2020,2,wv,n,NA,NA,m,100,bl,0,NA,ms,,,,NA,,0,1,1,0,1,1,1,m,lm,,1,1,1,1,1,1,1,7,NA
hb,hb7,cro0708,NA,cl90,2020,01/08/2020,1,wv,n,ls,NA,m,120,bl,1,head,s,,,,NA,,1,0,0,0,1,1,NA,m,lm,,0,0,1,1,2,1,2,7,ls
hb,hb8,cro0708,NA,b29,2020,01/08/2020,1,wv,n,rs,NA,f,75,bl,1,head,,np,closed,N,1,N,3,0,0,0,1,1,NA,m,lm,,1,1,0,0,0,2,0,4,rs
hb,hbNA,led2223,NA,a54,2020,03/08/2020,2,wv,NA,,,,NA,,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,,,Escaped,NA,NA,NA,NA,NA,NA,NA,0,
hb,hb34,sgi1213,NA,p40,2020,18/08/2020,2,wv,n,,,,NA,,NA,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,,,Didn't perform procedure as the tail was sererly damaged (could not handle securely),NA,NA,NA,NA,NA,NA,NA,0,
vc,,cro1015,NA,f04,2020,08/08/2020,3,wv,NA,,,,NA,,NA,,,,,,NA,,NA,NA,NA,NA,NA,0,0,,,escaped ,NA,NA,NA,NA,NA,NA,NA,0,
